agency_cd,site_no,datetime,MeanFlow_cfs,Confidence
USGS,02087500,1957-01-14,492.0,A
USGS,02087500,1957-01-15,480.0,A
USGS,02087500,1957-01-16,480.0,A
USGS,02087500,1957-01-17,456.0,A
USGS,02087500,1957-01-18,399.0,A
USGS,02087500,1957-01-19,383.0,A
USGS,02087500,1957-01-20,378.0,A
USGS,02087500,1957-01-21,362.0,A
USGS,02087500,1957-01-22,373.0,A
USGS,02087500,1957-01-23,415.0,A
USGS,02087500,1957-01-24,450.0,A
USGS,02087500,1957-01-25,636.0,A
USGS,02087500,1957-01-26,764.0,A
USGS,02087500,1957-01-27,678.0,A
USGS,02087500,1957-01-28,630.0,A
USGS,02087500,1957-01-29,709.0,A
USGS,02087500,1957-01-30,1540.0,A
USGS,02087500,1957-01-31,2830.0,A
USGS,02087500,1957-02-01,4920.0,A
USGS,02087500,1957-02-02,6660.0,A
USGS,02087500,1957-02-03,7270.0,A
USGS,02087500,1957-02-04,7850.0,A
USGS,02087500,1957-02-05,8850.0,A
USGS,02087500,1957-02-06,9050.0,A
USGS,02087500,1957-02-07,7950.0,A
USGS,02087500,1957-02-08,4400.0,A
USGS,02087500,1957-02-09,2180.0,A
USGS,02087500,1957-02-10,3320.0,A
USGS,02087500,1957-02-11,3010.0,A
USGS,02087500,1957-02-12,2290.0,A
USGS,02087500,1957-02-13,1750.0,A
USGS,02087500,1957-02-14,1420.0,A
USGS,02087500,1957-02-15,1180.0,A
USGS,02087500,1957-02-16,1050.0,A
USGS,02087500,1957-02-17,890.0,A
USGS,02087500,1957-02-18,788.0,A
USGS,02087500,1957-02-19,715.0,A
USGS,02087500,1957-02-20,1040.0,A
USGS,02087500,1957-02-21,1620.0,A
USGS,02087500,1957-02-22,1460.0,A
USGS,02087500,1957-02-23,1120.0,A
USGS,02087500,1957-02-24,960.0,A
USGS,02087500,1957-02-25,860.0,A
USGS,02087500,1957-02-26,1850.0,A
USGS,02087500,1957-02-27,4770.0,A
USGS,02087500,1957-02-28,4940.0,A
USGS,02087500,1957-03-01,6510.0,A
USGS,02087500,1957-03-02,7080.0,A
USGS,02087500,1957-03-03,6230.0,A
USGS,02087500,1957-03-04,5950.0,A
USGS,02087500,1957-03-05,4940.0,A
USGS,02087500,1957-03-06,2080.0,A
USGS,02087500,1957-03-07,1580.0,A
USGS,02087500,1957-03-08,1550.0,A
USGS,02087500,1957-03-09,1750.0,A
USGS,02087500,1957-03-10,2360.0,A
USGS,02087500,1957-03-11,1950.0,A
USGS,02087500,1957-03-12,1380.0,A
USGS,02087500,1957-03-13,1150.0,A
USGS,02087500,1957-03-14,1050.0,A
USGS,02087500,1957-03-15,1020.0,A
USGS,02087500,1957-03-16,1050.0,A
USGS,02087500,1957-03-17,890.0,A
USGS,02087500,1957-03-18,806.0,A
USGS,02087500,1957-03-19,890.0,A
USGS,02087500,1957-03-20,1120.0,A
USGS,02087500,1957-03-21,1080.0,A
USGS,02087500,1957-03-22,960.0,A
USGS,02087500,1957-03-23,1860.0,A
USGS,02087500,1957-03-24,2790.0,A
USGS,02087500,1957-03-25,2650.0,A
USGS,02087500,1957-03-26,2150.0,A
USGS,02087500,1957-03-27,1880.0,A
USGS,02087500,1957-03-28,1490.0,A
USGS,02087500,1957-03-29,1150.0,A
USGS,02087500,1957-03-30,990.0,A
USGS,02087500,1957-03-31,824.0,A
USGS,02087500,1957-04-01,746.0,A
USGS,02087500,1957-04-02,733.0,A
USGS,02087500,1957-04-03,715.0,A
USGS,02087500,1957-04-04,691.0,A
USGS,02087500,1957-04-05,697.0,A
USGS,02087500,1957-04-06,1020.0,A
USGS,02087500,1957-04-07,1020.0,A
USGS,02087500,1957-04-08,925.0,A
USGS,02087500,1957-04-09,818.0,A
USGS,02087500,1957-04-10,1220.0,A
USGS,02087500,1957-04-11,1480.0,A
USGS,02087500,1957-04-12,1020.0,A
USGS,02087500,1957-04-13,812.0,A
USGS,02087500,1957-04-14,746.0,A
USGS,02087500,1957-04-15,709.0,A
USGS,02087500,1957-04-16,612.0,A
USGS,02087500,1957-04-17,552.0,A
USGS,02087500,1957-04-18,522.0,A
USGS,02087500,1957-04-19,516.0,A
USGS,02087500,1957-04-20,510.0,A
USGS,02087500,1957-04-21,498.0,A
USGS,02087500,1957-04-22,498.0,A
USGS,02087500,1957-04-23,1040.0,A
USGS,02087500,1957-04-24,1700.0,A
USGS,02087500,1957-04-25,2940.0,A
USGS,02087500,1957-04-26,2080.0,A
USGS,02087500,1957-04-27,830.0,A
USGS,02087500,1957-04-28,654.0,A
USGS,02087500,1957-04-29,606.0,A
USGS,02087500,1957-04-30,860.0,A
USGS,02087500,1957-05-01,890.0,A
USGS,02087500,1957-05-02,830.0,A
USGS,02087500,1957-05-03,570.0,A
USGS,02087500,1957-05-04,492.0,A
USGS,02087500,1957-05-05,447.0,A
USGS,02087500,1957-05-06,420.0,A
USGS,02087500,1957-05-07,410.0,A
USGS,02087500,1957-05-08,379.0,A
USGS,02087500,1957-05-09,349.0,A
USGS,02087500,1957-05-10,324.0,A
USGS,02087500,1957-05-11,320.0,A
USGS,02087500,1957-05-12,4070.0,A
USGS,02087500,1957-05-13,8010.0,A
USGS,02087500,1957-05-14,1650.0,A
USGS,02087500,1957-05-15,727.0,A
USGS,02087500,1957-05-16,606.0,A
USGS,02087500,1957-05-17,570.0,A
USGS,02087500,1957-05-18,570.0,A
USGS,02087500,1957-05-19,426.0,A
USGS,02087500,1957-05-20,431.0,A
USGS,02087500,1957-05-21,402.0,A
USGS,02087500,1957-05-22,388.0,A
USGS,02087500,1957-05-23,397.0,A
USGS,02087500,1957-05-24,353.0,A
USGS,02087500,1957-05-25,328.0,A
USGS,02087500,1957-05-26,436.0,A
USGS,02087500,1957-05-27,588.0,A
USGS,02087500,1957-05-28,697.0,A
USGS,02087500,1957-05-29,540.0,A
USGS,02087500,1957-05-30,457.0,A
USGS,02087500,1957-05-31,410.0,A
USGS,02087500,1957-06-01,388.0,A
USGS,02087500,1957-06-02,362.0,A
USGS,02087500,1957-06-03,342.0,A
USGS,02087500,1957-06-04,1040.0,A
USGS,02087500,1957-06-05,1640.0,A
USGS,02087500,1957-06-06,1690.0,A
USGS,02087500,1957-06-07,2380.0,A
USGS,02087500,1957-06-08,2180.0,A
USGS,02087500,1957-06-09,1550.0,A
USGS,02087500,1957-06-10,1750.0,A
USGS,02087500,1957-06-11,1050.0,A
USGS,02087500,1957-06-12,666.0,A
USGS,02087500,1957-06-13,510.0,A
USGS,02087500,1957-06-14,426.0,A
USGS,02087500,1957-06-15,379.0,A
USGS,02087500,1957-06-16,379.0,A
USGS,02087500,1957-06-17,362.0,A
USGS,02087500,1957-06-18,618.0,A
USGS,02087500,1957-06-19,776.0,A
USGS,02087500,1957-06-20,685.0,A
USGS,02087500,1957-06-21,397.0,A
USGS,02087500,1957-06-22,366.0,A
USGS,02087500,1957-06-23,317.0,A
USGS,02087500,1957-06-24,268.0,A
USGS,02087500,1957-06-25,238.0,A
USGS,02087500,1957-06-26,221.0,A
USGS,02087500,1957-06-27,276.0,A
USGS,02087500,1957-06-28,384.0,A
USGS,02087500,1957-06-29,397.0,A
USGS,02087500,1957-06-30,313.0,A
USGS,02087500,1957-07-01,254.0,A
USGS,02087500,1957-07-02,251.0,A
USGS,02087500,1957-07-03,234.0,A
USGS,02087500,1957-07-04,215.0,A
USGS,02087500,1957-07-05,184.0,A
USGS,02087500,1957-07-06,196.0,A
USGS,02087500,1957-07-07,178.0,A
USGS,02087500,1957-07-08,148.0,A
USGS,02087500,1957-07-09,163.0,A
USGS,02087500,1957-07-10,157.0,A
USGS,02087500,1957-07-11,137.0,A
USGS,02087500,1957-07-12,131.0,A
USGS,02087500,1957-07-13,134.0,A
USGS,02087500,1957-07-14,140.0,A
USGS,02087500,1957-07-15,123.0,A
USGS,02087500,1957-07-16,224.0,A
USGS,02087500,1957-07-17,187.0,A
USGS,02087500,1957-07-18,267.0,A
USGS,02087500,1957-07-19,209.0,A
USGS,02087500,1957-07-20,166.0,A
USGS,02087500,1957-07-21,151.0,A
USGS,02087500,1957-07-22,157.0,A
USGS,02087500,1957-07-23,169.0,A
USGS,02087500,1957-07-24,328.0,A
USGS,02087500,1957-07-25,328.0,A
USGS,02087500,1957-07-26,231.0,A
USGS,02087500,1957-07-27,218.0,A
USGS,02087500,1957-07-28,193.0,A
USGS,02087500,1957-07-29,160.0,A
USGS,02087500,1957-07-30,157.0,A
USGS,02087500,1957-07-31,134.0,A
USGS,02087500,1957-08-01,120.0,A
USGS,02087500,1957-08-02,117.0,A
USGS,02087500,1957-08-03,140.0,A
USGS,02087500,1957-08-04,154.0,A
USGS,02087500,1957-08-05,175.0,A
USGS,02087500,1957-08-06,160.0,A
USGS,02087500,1957-08-07,131.0,A
USGS,02087500,1957-08-08,123.0,A
USGS,02087500,1957-08-09,117.0,A
USGS,02087500,1957-08-10,103.0,A
USGS,02087500,1957-08-11,90.0,A
USGS,02087500,1957-08-12,83.0,A
USGS,02087500,1957-08-13,98.0,A
USGS,02087500,1957-08-14,90.0,A
USGS,02087500,1957-08-15,88.0,A
USGS,02087500,1957-08-16,96.0,A
USGS,02087500,1957-08-17,90.0,A
USGS,02087500,1957-08-18,158.0,A
USGS,02087500,1957-08-19,1770.0,A
USGS,02087500,1957-08-20,1210.0,A
USGS,02087500,1957-08-21,648.0,A
USGS,02087500,1957-08-22,463.0,A
USGS,02087500,1957-08-23,317.0,A
USGS,02087500,1957-08-24,241.0,A
USGS,02087500,1957-08-25,309.0,A
USGS,02087500,1957-08-26,1210.0,A
USGS,02087500,1957-08-27,2430.0,A
USGS,02087500,1957-08-28,2010.0,A
USGS,02087500,1957-08-29,760.0,A
USGS,02087500,1957-08-30,442.0,A
USGS,02087500,1957-08-31,341.0,A
USGS,02087500,1957-09-01,290.0,A
USGS,02087500,1957-09-02,261.0,A
USGS,02087500,1957-09-03,224.0,A
USGS,02087500,1957-09-04,212.0,A
USGS,02087500,1957-09-05,196.0,A
USGS,02087500,1957-09-06,181.0,A
USGS,02087500,1957-09-07,178.0,A
USGS,02087500,1957-09-08,160.0,A
USGS,02087500,1957-09-09,166.0,A
USGS,02087500,1957-09-10,196.0,A
USGS,02087500,1957-09-11,268.0,A
USGS,02087500,1957-09-12,305.0,A
USGS,02087500,1957-09-13,283.0,A
USGS,02087500,1957-09-14,228.0,A
USGS,02087500,1957-09-15,184.0,A
USGS,02087500,1957-09-16,160.0,A
USGS,02087500,1957-09-17,169.0,A
USGS,02087500,1957-09-18,531.0,A
USGS,02087500,1957-09-19,1330.0,A
USGS,02087500,1957-09-20,1400.0,A
USGS,02087500,1957-09-21,624.0,A
USGS,02087500,1957-09-22,406.0,A
USGS,02087500,1957-09-23,345.0,A
USGS,02087500,1957-09-24,313.0,A
USGS,02087500,1957-09-25,324.0,A
USGS,02087500,1957-09-26,388.0,A
USGS,02087500,1957-09-27,283.0,A
USGS,02087500,1957-09-28,231.0,A
USGS,02087500,1957-09-29,354.0,A
USGS,02087500,1957-09-30,2040.0,A
USGS,02087500,1957-10-01,2650.0,A
USGS,02087500,1957-10-02,2790.0,A
USGS,02087500,1957-10-03,2290.0,A
USGS,02087500,1957-10-04,1380.0,A
USGS,02087500,1957-10-05,782.0,A
USGS,02087500,1957-10-06,576.0,A
USGS,02087500,1957-10-07,480.0,A
USGS,02087500,1957-10-08,415.0,A
USGS,02087500,1957-10-09,374.0,A
USGS,02087500,1957-10-10,353.0,A
USGS,02087500,1957-10-11,345.0,A
USGS,02087500,1957-10-12,324.0,A
USGS,02087500,1957-10-13,272.0,A
USGS,02087500,1957-10-14,247.0,A
USGS,02087500,1957-10-15,241.0,A
USGS,02087500,1957-10-16,234.0,A
USGS,02087500,1957-10-17,231.0,A
USGS,02087500,1957-10-18,251.0,A
USGS,02087500,1957-10-19,254.0,A
USGS,02087500,1957-10-20,234.0,A
USGS,02087500,1957-10-21,228.0,A
USGS,02087500,1957-10-22,228.0,A
USGS,02087500,1957-10-23,221.0,A
USGS,02087500,1957-10-24,218.0,A
USGS,02087500,1957-10-25,279.0,A
USGS,02087500,1957-10-26,244.0,A
USGS,02087500,1957-10-27,224.0,A
USGS,02087500,1957-10-28,221.0,A
USGS,02087500,1957-10-29,231.0,A
USGS,02087500,1957-10-30,231.0,A
USGS,02087500,1957-10-31,224.0,A
USGS,02087500,1957-11-01,247.0,A
USGS,02087500,1957-11-02,301.0,A
USGS,02087500,1957-11-03,305.0,A
USGS,02087500,1957-11-04,320.0,A
USGS,02087500,1957-11-05,309.0,A
USGS,02087500,1957-11-06,268.0,A
USGS,02087500,1957-11-07,244.0,A
USGS,02087500,1957-11-08,274.0,A
USGS,02087500,1957-11-09,498.0,A
USGS,02087500,1957-11-10,397.0,A
USGS,02087500,1957-11-11,328.0,A
USGS,02087500,1957-11-12,336.0,A
USGS,02087500,1957-11-13,324.0,A
USGS,02087500,1957-11-14,283.0,A
USGS,02087500,1957-11-15,276.0,A
USGS,02087500,1957-11-16,286.0,A
USGS,02087500,1957-11-17,397.0,A
USGS,02087500,1957-11-18,420.0,A
USGS,02087500,1957-11-19,522.0,A
USGS,02087500,1957-11-20,960.0,A
USGS,02087500,1957-11-21,752.0,A
USGS,02087500,1957-11-22,733.0,A
USGS,02087500,1957-11-23,1790.0,A
USGS,02087500,1957-11-24,4510.0,A
USGS,02087500,1957-11-25,4340.0,A
USGS,02087500,1957-11-26,6980.0,A
USGS,02087500,1957-11-27,7010.0,A
USGS,02087500,1957-11-28,5220.0,A
USGS,02087500,1957-11-29,5310.0,A
USGS,02087500,1957-11-30,5030.0,A
USGS,02087500,1957-12-01,4510.0,A
USGS,02087500,1957-12-02,3820.0,A
USGS,02087500,1957-12-03,2800.0,A
USGS,02087500,1957-12-04,1750.0,A
USGS,02087500,1957-12-05,1680.0,A
USGS,02087500,1957-12-06,1750.0,A
USGS,02087500,1957-12-07,1520.0,A
USGS,02087500,1957-12-08,1350.0,A
USGS,02087500,1957-12-09,2850.0,A
USGS,02087500,1957-12-10,5120.0,A
USGS,02087500,1957-12-11,4760.0,A
USGS,02087500,1957-12-12,4420.0,A
USGS,02087500,1957-12-13,2440.0,A
USGS,02087500,1957-12-14,1550.0,A
USGS,02087500,1957-12-15,1180.0,A
USGS,02087500,1957-12-16,990.0,A
USGS,02087500,1957-12-17,890.0,A
USGS,02087500,1957-12-18,860.0,A
USGS,02087500,1957-12-19,806.0,A
USGS,02087500,1957-12-20,925.0,A
USGS,02087500,1957-12-21,2090.0,A
USGS,02087500,1957-12-22,2500.0,A
USGS,02087500,1957-12-23,2080.0,A
USGS,02087500,1957-12-24,1520.0,A
USGS,02087500,1957-12-25,1150.0,A
USGS,02087500,1957-12-26,1380.0,A
USGS,02087500,1957-12-27,2290.0,A
USGS,02087500,1957-12-28,2220.0,A
USGS,02087500,1957-12-29,2150.0,A
USGS,02087500,1957-12-30,1880.0,A
USGS,02087500,1957-12-31,1520.0,A
USGS,02087500,1958-01-01,1280.0,A
USGS,02087500,1958-01-02,1250.0,A
USGS,02087500,1958-01-03,1180.0,A
USGS,02087500,1958-01-04,1050.0,A
USGS,02087500,1958-01-05,890.0,A
USGS,02087500,1958-01-06,758.0,A
USGS,02087500,1958-01-07,860.0,A
USGS,02087500,1958-01-08,1180.0,A
USGS,02087500,1958-01-09,1280.0,A
USGS,02087500,1958-01-10,1120.0,A
USGS,02087500,1958-01-11,990.0,A
USGS,02087500,1958-01-12,890.0,A
USGS,02087500,1958-01-13,830.0,A
USGS,02087500,1958-01-14,2580.0,A
USGS,02087500,1958-01-15,5400.0,A
USGS,02087500,1958-01-16,4940.0,A
USGS,02087500,1958-01-17,5220.0,A
USGS,02087500,1958-01-18,5310.0,A
USGS,02087500,1958-01-19,3410.0,A
USGS,02087500,1958-01-20,1550.0,A
USGS,02087500,1958-01-21,1250.0,A
USGS,02087500,1958-01-22,1320.0,A
USGS,02087500,1958-01-23,1680.0,A
USGS,02087500,1958-01-24,1880.0,A
USGS,02087500,1958-01-25,4660.0,A
USGS,02087500,1958-01-26,6330.0,A
USGS,02087500,1958-01-27,5490.0,A
USGS,02087500,1958-01-28,5590.0,A
USGS,02087500,1958-01-29,5590.0,A
USGS,02087500,1958-01-30,3220.0,A
USGS,02087500,1958-01-31,1580.0,A
USGS,02087500,1958-02-01,1380.0,A
USGS,02087500,1958-02-02,1750.0,A
USGS,02087500,1958-02-03,2220.0,A
USGS,02087500,1958-02-04,1880.0,A
USGS,02087500,1958-02-05,1420.0,A
USGS,02087500,1958-02-06,1250.0,A
USGS,02087500,1958-02-07,1520.0,A
USGS,02087500,1958-02-08,3390.0,A
USGS,02087500,1958-02-09,4170.0,A
USGS,02087500,1958-02-10,3650.0,A
USGS,02087500,1958-02-11,2440.0,A
USGS,02087500,1958-02-12,1680.0,A
USGS,02087500,1958-02-13,1460.0,A
USGS,02087500,1958-02-14,1250.0,A
USGS,02087500,1958-02-15,1220.0,A
USGS,02087500,1958-02-16,1520.0,A
USGS,02087500,1958-02-17,1580.0,A
USGS,02087500,1958-02-18,1220.0,A
USGS,02087500,1958-02-19,1050.0,A
USGS,02087500,1958-02-20,1050.0,A
USGS,02087500,1958-02-21,990.0,A
USGS,02087500,1958-02-22,990.0,A
USGS,02087500,1958-02-23,1080.0,A
USGS,02087500,1958-02-24,1150.0,A
USGS,02087500,1958-02-25,1120.0,A
USGS,02087500,1958-02-26,1250.0,A
USGS,02087500,1958-02-27,3450.0,A
USGS,02087500,1958-02-28,5220.0,A
USGS,02087500,1958-03-01,5590.0,A
USGS,02087500,1958-03-02,5680.0,A
USGS,02087500,1958-03-03,5770.0,A
USGS,02087500,1958-03-04,4030.0,A
USGS,02087500,1958-03-05,1730.0,A
USGS,02087500,1958-03-06,1380.0,A
USGS,02087500,1958-03-07,1220.0,A
USGS,02087500,1958-03-08,1150.0,A
USGS,02087500,1958-03-09,1020.0,A
USGS,02087500,1958-03-10,1180.0,A
USGS,02087500,1958-03-11,1280.0,A
USGS,02087500,1958-03-12,1220.0,A
USGS,02087500,1958-03-13,1120.0,A
USGS,02087500,1958-03-14,1320.0,A
USGS,02087500,1958-03-15,1490.0,A
USGS,02087500,1958-03-16,1320.0,A
USGS,02087500,1958-03-17,1120.0,A
USGS,02087500,1958-03-18,1020.0,A
USGS,02087500,1958-03-19,1080.0,A
USGS,02087500,1958-03-20,1460.0,A
USGS,02087500,1958-03-21,1880.0,A
USGS,02087500,1958-03-22,1620.0,A
USGS,02087500,1958-03-23,1250.0,A
USGS,02087500,1958-03-24,1050.0,A
USGS,02087500,1958-03-25,1500.0,A
USGS,02087500,1958-03-26,4340.0,A
USGS,02087500,1958-03-27,4850.0,A
USGS,02087500,1958-03-28,4590.0,A
USGS,02087500,1958-03-29,3310.0,A
USGS,02087500,1958-03-30,1950.0,A
USGS,02087500,1958-03-31,1680.0,A
USGS,02087500,1958-04-01,1920.0,A
USGS,02087500,1958-04-02,2080.0,A
USGS,02087500,1958-04-03,1750.0,A
USGS,02087500,1958-04-04,1490.0,A
USGS,02087500,1958-04-05,1420.0,A
USGS,02087500,1958-04-06,1520.0,A
USGS,02087500,1958-04-07,3430.0,A
USGS,02087500,1958-04-08,4170.0,A
USGS,02087500,1958-04-09,4760.0,A
USGS,02087500,1958-04-10,5400.0,A
USGS,02087500,1958-04-11,4760.0,A
USGS,02087500,1958-04-12,3740.0,A
USGS,02087500,1958-04-13,4250.0,A
USGS,02087500,1958-04-14,4850.0,A
USGS,02087500,1958-04-15,4180.0,A
USGS,02087500,1958-04-16,2070.0,A
USGS,02087500,1958-04-17,1880.0,A
USGS,02087500,1958-04-18,1950.0,A
USGS,02087500,1958-04-19,1520.0,A
USGS,02087500,1958-04-20,1250.0,A
USGS,02087500,1958-04-21,1150.0,A
USGS,02087500,1958-04-22,1150.0,A
USGS,02087500,1958-04-23,1490.0,A
USGS,02087500,1958-04-24,1490.0,A
USGS,02087500,1958-04-25,1350.0,A
USGS,02087500,1958-04-26,1050.0,A
USGS,02087500,1958-04-27,860.0,A
USGS,02087500,1958-04-28,1340.0,A
USGS,02087500,1958-04-29,5420.0,A
USGS,02087500,1958-04-30,6520.0,A
USGS,02087500,1958-05-01,5490.0,A
USGS,02087500,1958-05-02,3400.0,A
USGS,02087500,1958-05-03,2010.0,A
USGS,02087500,1958-05-04,2430.0,A
USGS,02087500,1958-05-05,2570.0,A
USGS,02087500,1958-05-06,4370.0,A
USGS,02087500,1958-05-07,11100.0,A
USGS,02087500,1958-05-08,13500.0,A
USGS,02087500,1958-05-09,12100.0,A
USGS,02087500,1958-05-10,10000.0,A
USGS,02087500,1958-05-11,8750.0,A
USGS,02087500,1958-05-12,7460.0,A
USGS,02087500,1958-05-13,3380.0,A
USGS,02087500,1958-05-14,1680.0,A
USGS,02087500,1958-05-15,1350.0,A
USGS,02087500,1958-05-16,1150.0,A
USGS,02087500,1958-05-17,990.0,A
USGS,02087500,1958-05-18,890.0,A
USGS,02087500,1958-05-19,812.0,A
USGS,02087500,1958-05-20,860.0,A
USGS,02087500,1958-05-21,890.0,A
USGS,02087500,1958-05-22,770.0,A
USGS,02087500,1958-05-23,721.0,A
USGS,02087500,1958-05-24,2060.0,A
USGS,02087500,1958-05-25,2530.0,A
USGS,02087500,1958-05-26,1120.0,A
USGS,02087500,1958-05-27,1620.0,A
USGS,02087500,1958-05-28,1050.0,A
USGS,02087500,1958-05-29,1650.0,A
USGS,02087500,1958-05-30,1380.0,A
USGS,02087500,1958-05-31,960.0,A
USGS,02087500,1958-06-01,740.0,A
USGS,02087500,1958-06-02,666.0,A
USGS,02087500,1958-06-03,830.0,A
USGS,02087500,1958-06-04,697.0,A
USGS,02087500,1958-06-05,570.0,A
USGS,02087500,1958-06-06,558.0,A
USGS,02087500,1958-06-07,1080.0,A
USGS,02087500,1958-06-08,925.0,A
USGS,02087500,1958-06-09,624.0,A
USGS,02087500,1958-06-10,552.0,A
USGS,02087500,1958-06-11,474.0,A
USGS,02087500,1958-06-12,528.0,A
USGS,02087500,1958-06-13,588.0,A
USGS,02087500,1958-06-14,463.0,A
USGS,02087500,1958-06-15,612.0,A
USGS,02087500,1958-06-16,1630.0,A
USGS,02087500,1958-06-17,860.0,A
USGS,02087500,1958-06-18,528.0,A
USGS,02087500,1958-06-19,442.0,A
USGS,02087500,1958-06-20,402.0,A
USGS,02087500,1958-06-21,392.0,A
USGS,02087500,1958-06-22,397.0,A
USGS,02087500,1958-06-23,410.0,A
USGS,02087500,1958-06-24,558.0,A
USGS,02087500,1958-06-25,510.0,A
USGS,02087500,1958-06-26,415.0,A
USGS,02087500,1958-06-27,925.0,A
USGS,02087500,1958-06-28,960.0,A
USGS,02087500,1958-06-29,764.0,A
USGS,02087500,1958-06-30,540.0,A
USGS,02087500,1958-07-01,442.0,A
USGS,02087500,1958-07-02,392.0,A
USGS,02087500,1958-07-03,366.0,A
USGS,02087500,1958-07-04,332.0,A
USGS,02087500,1958-07-05,317.0,A
USGS,02087500,1958-07-06,442.0,A
USGS,02087500,1958-07-07,366.0,A
USGS,02087500,1958-07-08,379.0,A
USGS,02087500,1958-07-09,546.0,A
USGS,02087500,1958-07-10,691.0,A
USGS,02087500,1958-07-11,516.0,A
USGS,02087500,1958-07-12,486.0,A
USGS,02087500,1958-07-13,618.0,A
USGS,02087500,1958-07-14,1500.0,A
USGS,02087500,1958-07-15,2870.0,A
USGS,02087500,1958-07-16,1750.0,A
USGS,02087500,1958-07-17,860.0,A
USGS,02087500,1958-07-18,906.0,A
USGS,02087500,1958-07-19,1150.0,A
USGS,02087500,1958-07-20,846.0,A
USGS,02087500,1958-07-21,1320.0,A
USGS,02087500,1958-07-22,1020.0,A
USGS,02087500,1958-07-23,990.0,A
USGS,02087500,1958-07-24,636.0,A
USGS,02087500,1958-07-25,890.0,A
USGS,02087500,1958-07-26,794.0,A
USGS,02087500,1958-07-27,552.0,A
USGS,02087500,1958-07-28,420.0,A
USGS,02087500,1958-07-29,388.0,A
USGS,02087500,1958-07-30,388.0,A
USGS,02087500,1958-07-31,349.0,A
USGS,02087500,1958-08-01,317.0,A
USGS,02087500,1958-08-02,309.0,A
USGS,02087500,1958-08-03,426.0,A
USGS,02087500,1958-08-04,1010.0,A
USGS,02087500,1958-08-05,1520.0,A
USGS,02087500,1958-08-06,1170.0,A
USGS,02087500,1958-08-07,624.0,A
USGS,02087500,1958-08-08,415.0,A
USGS,02087500,1958-08-09,349.0,A
USGS,02087500,1958-08-10,336.0,A
USGS,02087500,1958-08-11,317.0,A
USGS,02087500,1958-08-12,486.0,A
USGS,02087500,1958-08-13,362.0,A
USGS,02087500,1958-08-14,353.0,A
USGS,02087500,1958-08-15,431.0,A
USGS,02087500,1958-08-16,516.0,A
USGS,02087500,1958-08-17,468.0,A
USGS,02087500,1958-08-18,752.0,A
USGS,02087500,1958-08-19,788.0,A
USGS,02087500,1958-08-20,504.0,A
USGS,02087500,1958-08-21,379.0,A
USGS,02087500,1958-08-22,336.0,A
USGS,02087500,1958-08-23,317.0,A
USGS,02087500,1958-08-24,1250.0,A
USGS,02087500,1958-08-25,1590.0,A
USGS,02087500,1958-08-26,6550.0,A
USGS,02087500,1958-08-27,7810.0,A
USGS,02087500,1958-08-28,3370.0,A
USGS,02087500,1958-08-29,1460.0,A
USGS,02087500,1958-08-30,890.0,A
USGS,02087500,1958-08-31,685.0,A
USGS,02087500,1958-09-01,570.0,A
USGS,02087500,1958-09-02,486.0,A
USGS,02087500,1958-09-03,420.0,A
USGS,02087500,1958-09-04,388.0,A
USGS,02087500,1958-09-05,366.0,A
USGS,02087500,1958-09-06,328.0,A
USGS,02087500,1958-09-07,309.0,A
USGS,02087500,1958-09-08,313.0,A
USGS,02087500,1958-09-09,290.0,A
USGS,02087500,1958-09-10,268.0,A
USGS,02087500,1958-09-11,258.0,A
USGS,02087500,1958-09-12,254.0,A
USGS,02087500,1958-09-13,265.0,A
USGS,02087500,1958-09-14,268.0,A
USGS,02087500,1958-09-15,251.0,A
USGS,02087500,1958-09-16,247.0,A
USGS,02087500,1958-09-17,241.0,A
USGS,02087500,1958-09-18,241.0,A
USGS,02087500,1958-09-19,234.0,A
USGS,02087500,1958-09-20,231.0,A
USGS,02087500,1958-09-21,265.0,A
USGS,02087500,1958-09-22,436.0,A
USGS,02087500,1958-09-23,320.0,A
USGS,02087500,1958-09-24,290.0,A
USGS,02087500,1958-09-25,298.0,A
USGS,02087500,1958-09-26,276.0,A
USGS,02087500,1958-09-27,251.0,A
USGS,02087500,1958-09-28,234.0,A
USGS,02087500,1958-09-29,221.0,A
USGS,02087500,1958-09-30,231.0,A
USGS,02087500,1958-10-01,241.0,A
USGS,02087500,1958-10-02,565.0,A
USGS,02087500,1958-10-03,1160.0,A
USGS,02087500,1958-10-04,1820.0,A
USGS,02087500,1958-10-05,1080.0,A
USGS,02087500,1958-10-06,654.0,A
USGS,02087500,1958-10-07,457.0,A
USGS,02087500,1958-10-08,392.0,A
USGS,02087500,1958-10-09,362.0,A
USGS,02087500,1958-10-10,336.0,A
USGS,02087500,1958-10-11,313.0,A
USGS,02087500,1958-10-12,286.0,A
USGS,02087500,1958-10-13,272.0,A
USGS,02087500,1958-10-14,276.0,A
USGS,02087500,1958-10-15,272.0,A
USGS,02087500,1958-10-16,268.0,A
USGS,02087500,1958-10-17,272.0,A
USGS,02087500,1958-10-18,265.0,A
USGS,02087500,1958-10-19,265.0,A
USGS,02087500,1958-10-20,265.0,A
USGS,02087500,1958-10-21,324.0,A
USGS,02087500,1958-10-22,374.0,A
USGS,02087500,1958-10-23,457.0,A
USGS,02087500,1958-10-24,397.0,A
USGS,02087500,1958-10-25,374.0,A
USGS,02087500,1958-10-26,341.0,A
USGS,02087500,1958-10-27,317.0,A
